الرقم,السؤال,الجواب,Family_Law_Category
1016,ما الحكم إذا رفض الزوج استلام المال مقابل الخلع؟,"إذا رفض الزوج استلام المال المقرر كعوض مقابل الخلع، يمكن للزوجة إيداع المبلغ لدى المحكمة أو الجهة المختصة، ويُعتبر الخلع نافذًا بمجرد ذلك إذا وافق القاضي، لأن الرفض لا يُعطل حقها في التفريق. يُحدد العوض باتفاق أو حكم قضائي، وإذا رفض الزوج استلامه يُحفظ في المحكمة ويُنفذ الخلع.",Khulʿ
1017,هل يمكن للزوج التراجع عن الخلع بعد الاتفاق عليه؟,"لا، لا يمكن للزوج التراجع عن الخلع بعد الاتفاق عليه ونفاذه، لأن الخلع بمجرد وقوعه - سواء بالتراضي أو بحكم القاضي - يُنهي العلاقة الزوجية نهائيًا ويُصبح طلاقًا بائنًا بينونة صغرى، ",Khulʿ
1018,ما الفرق بين الخلع والتفريق القضائي؟,"الخلع هو تفريق بطلب الزوجة مقابل عوض تدفعه عادةً (كالمهر أو غيره)، ويتم بالتراضي بين الزوجين أو بحكم القاضي إذا رفض الزوج وثبت الضرر، أما التفريق القضائي فهو إنهاء الزواج بحكم القاضي بسبب ضرر واضح (كالعيب أو الهجر أو عدم الإنفاق) دون أن تدفع الزوجة عوضًا، بل يكون بسبب تقصير الزوج أو عيب فيه.",Khulʿ
1019,هل يجوز اشتراط عدم زواج الزوجة بعد الخلع؟,"لا يجوز اشتراط عدم زواج الزوجة بعد الخلع، لأن هذا الشرط باطل شرعًا وقانونًا، إذ تصبح الزوجة بعد الخلع حرة في تصرفاتها بمجرد انتهاء عدتها، ولا يحق لأحد منعها من الزواج بمن تشاء. وفق نظام الأحوال الشخصية، الخلع يُنهي العلاقة الزوجية نهائيًا ، ولا يجوز فرض قيود على حريتها بعد ذلك.",Khulʿ
1020,هل تحتاج الزوجة إلى ولي لقبول الخلع؟,"ا، لا تحتاج الزوجة إلى ولي لقبول الخلع أو طلبه، لأن الخلع عقد يتم بين الزوجين مباشرة بالتراضي، أو بطلب الزوجة للقاضي إذا رفض الزوج، ولا يُشترط فيه تدخل الولي كما في عقد الزواج. تُباشر الزوجة الخلع بنفسها أو بوكيل عنها، الخلع لا يتطلب وليًا لأنه ليس عقد زواج بل تفريق، فالمرأة هنا تُنهي حقها الشرعي بإرادتها..",Khulʿ
1021,هل هناك مدة محددة يجب أن تبقى فيها الزوجة مع الزوج قبل طلب الخلع؟,"لا، ليس هناك مدة محددة يجب أن تبقى فيها الزوجة مع زوجها قبل طلب الخلع، فيمكنها طلبه في أي وقت تشعر فيه بعدم القدرة على الاستمرار أو بوجود ضرر أو كراهية تمنع العشرة بالمعروف، سواء بعد يوم أو سنوات.  يحق لها رفع الدعوى متى استشعرت الضرر، الخلع جائز متى كرهت الزوجة زوجها وخافت ألا تُقيم حدود الله، دون اشتراط مدة معينة..",Khulʿ
1022,ما حكم الزوج الذي يساوم زوجته بمبلغ كبير للخلع؟,"إذا ساوم الزوج زوجته بمبلغ كبير للخلع بقصد الظلم أو استغلال حاجتها للتفريق، فهذا محرم شرعًا لأنه تعسف وظلم، والعوض يجب أن يكون معقولًا ومتناسبًا مع الوضع.  يُحدد القاضي العوض إذا رفض الزوج التراضي، ويمنع الاستغلال. فالخلع يقوم على العدل، فإذا طالب الزوج بما يفوق المهر أو استغلها بمبلغ تعجيزي، فهو ظلم يُرفع للقاضي لتقدير العوض العادل..",Khulʿ
1023,هل يجوز خلع الزوج دون علمه؟," لا يجوز خلع الزوج دون علمه، لأن الخلع إما أن يتم بالتراضي بين الزوجين وموافقته، أو بحكم القاضي بعد استدعاء الزوج وإعلامه بالدعوى.  يُشترط إعلام الزوج ليتمكن من الدفاع عن موقفه، وإذا تغيب بعد الإعلان يجوز الحكم غيابيًا..",Khulʿ
1024,هل يمكن إعادة الزوجة بعد الخلع بدون عقد جديد؟,"لا، لا يمكن إعادة الزوجة بعد الخلع دون عقد جديد، لأن الخلع طلاق بائن بينونة صغرى، وبعد انتهاء العدة لا تعود إلى زوجها إلا بعقد زواج جديد ومهر جديد إذا رغب الطرفان.  الخلع يُنهي الزواج نهائيًا،.",Khulʿ
1025,هل يحق للزوجة التراجع عن طلب الخلع؟,"نعم، يحق للزوجة التراجع عن طلب الخلع قبل أن يصبح نافذًا، سواء كان ذلك قبل صدور حكم القاضي في الخلع القضائي أو قبل إتمام الاتفاق النهائي بينها وبين الزوج في الخلع الرضائي. ، يُحاول القاضي الصلح أولًا، فإذا تراجعت الزوجة خلال هذه المرحلة يُوقف الإجراء..",Khulʿ
1026,ما الحكم إذا ندمت الزوجة بعد الخلع؟,"إذا ندمت الزوجة بعد الخلع وبعد نفاذه، لا يمكنها الرجوع إلى زوجها إلا إذا وافق الزوج على ذلك بعقد زواج جديد ومهر جديد، لأن الخلع طلاق بائن بينونة صغرى يُنهي الزواج نهائيًا،  المختلعة تصبح أجنبية عن زوجها بعد الخلع، ولا رجعة إلا بنكاح جديد ومهر جديد إذا رضي الزوج..",Khulʿ
1027,هل تسقط حضانة الأطفال بعد الخلع؟,"لا، لا تسقط حضانة الأطفال بسبب الخلع، لأن الحضانة تُحدد بناءً على مصلحة الطفل وليست مرتبطة بإنهاء العلاقة الزوجية. تُعطى الأولوية للأم في الحضانة إذا توفرت فيها الشروط (كالأهلية والقدرة)، ما لم يثبت عكس ذلك، بغض النظر عن الخلع..",Khulʿ
1028,ما حكم الزوج الذي يماطل في قبول الخلع؟," إذا ماطل الزوج في قبول الخلع بقصد الظلم والتعنت رغم وجود ضرر على الزوجة، فهذا محرم شرعًا، ويحق للقاضي الحكم بالخلع لرفع الضرر عنها.  إذا ثبت الضرر وتعنت الزوج، يُفرّق القاضي بينهما ويُحدد العوض..",Khulʿ
1029,هل يمكن أن تطلب الزوجة الخلع دون إبداء السبب؟,"في الأصل، يُفضل أن تُبدي الزوجة سببًا لطلب الخلع (كالضرر أو الكراهية)، لكن ليس شرطًا لازمًا إذا شعرت بعدم الراحة وكرهت الاستمرار مع زوجها وخافت ألا تُقيم حدود الله بالمعاشرة بالمعروف، فإن لها الحق في طلبه. يُحاول القاضي الصلح، لكن إذا أصرت الزوجة يحكم بالخلع دون إلزامها بإثبات سبب إذا كان طلبها صادقًا..",Khulʿ
1030,ما الخطوات التي تتبعها الزوجة لطلب الخلع؟,"الخطوات التي تتبعها الزوجة لطلب الخلع في النظام السعودي هي: أولاً، تقديم طلب دعوى خلع إلى محكمه الأحوال الشخصية مع بيان أسبابها إن وجدت. ثانياً، يقوم القاضي بمحاولة الصلح بين الزوجين  ثالثاً، إذا رفض الزوج الصلح أو أصرت الزوجة على الخلع وثبت الضرر أو رغبتها الصادقة، يُحدد القاضي العوض (إن لزم) ويحكم بالخلع. رابعاً، يُوثق الحكم رسميًا ويُنهي الزواج.",Khulʿ
1031,هل تحتاج الزوجة إلى تقديم أدلة عند طلب الخلع؟,"ليس شرطًا أساسيًا أن تقدم الزوجة أدلة عند طلب الخلع، لكن إذا كان طلبها مبنيًا على ضرر (كالعنف أو سوء العشرة)، فقد يطلب القاضي إثبات الضرر بالشهود أو الوثائق لتأكيد الحكم،  أما إذا كانت رغبتها نابعة من الكراهية وعدم القدرة على الاستمرار، فلا حاجة لأدلة إذا أبدت ذلك بصدق وأصرت عليه، لأن الخلع حقها. فالكراهية كافية للخلع إذا خافت ألا تُقيم حدود الله، دون إلزام بإثبات مادي..",Khulʿ
